job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_industry,salary,benefit_level,company_size_level
5833,59,0,2,1.0,1,4,9,,28,14.690979711984754,1,0
2065,59,0,4,1.0,0,4,23,29.0,24,14.690979711984754,1,0
1417,51,0,2,2.0,4,4,34,29.0,43,16.153851329344896,0,0
4704,52,0,4,1.0,0,4,41,29.0,50,15.473738825043979,2,1
5409,51,0,1,2.0,4,4,57,,57,15.687312888712007,2,1
3095,156,0,5,5.0,5,4,37,29.0,28,16.48273883399067,1,0
4632,50,0,2,1.0,4,4,0,29.0,21,15.607270193858982,1,0
4889,52,0,2,2.0,4,4,38,27.0,41,15.319588176962746,2,3
2169,157,0,1,3.0,4,4,57,29.0,47,15.607270193858982,1,3
1769,53,0,3,2.0,3,4,2,30.0,3,16.325109901643454,0,2
5636,55,0,2,1.0,3,4,4,29.0,57,15.26242977619469,0,1
1765,52,0,2,2.0,4,4,0,29.0,30,15.72505321099685,1,0
5032,141,0,2,5.0,4,4,7,29.0,21,15.702580358511794,1,0
3361,53,0,2,1.0,4,0,10,29.0,53,15.564710586686562,1,3
249,56,0,1,1.0,4,4,0,12.0,15,15.201805169084134,2,6
1068,52,0,3,4.0,4,4,43,24.0,41,16.077273760604726,2,4
2410,59,0,1,2.0,0,4,10,29.0,30,15.319588176962746,1,1
90,55,0,2,1.0,1,4,56,29.0,57,15.319588176962746,0,1
4842,52,0,1,3.0,4,3,37,6.0,2,16.089696279317273,0,0
5648,32,0,2,5.0,4,0,23,15.0,48,15.373655386537118,1,1
1077,156,0,2,2.0,5,4,35,29.0,28,15.607270193858982,1,0
3083,55,0,2,1.0,4,4,13,29.0,50,16.41374596746404,1,0
5679,3,0,2,1.0,4,4,37,21.0,43,15.123843647884687,2,0
5768,57,0,3,10.0,0,4,66,29.0,30,16.61887099947687,2,2
4786,50,0,2,1.0,1,4,41,29.0,50,15.473738825043979,1,0
4518,114,0,2,2.0,4,4,40,27.0,12,15.564710586686562,1,0
4579,138,0,2,2.0,4,4,41,29.0,50,15.796512164761882,1,4
5169,122,0,2,3.0,3,4,0,29.0,30,14.626441218624949,1,0
4474,52,0,4,1.0,1,0,38,28.0,43,14.914123179965662,1,1
2446,18,0,1,5.0,0,4,57,29.0,30,15.955576839107596,2,2
5382,55,0,2,1.0,0,0,54,29.0,51,14.978661680269907,1,0
2034,52,0,2,1.0,0,0,26,25.0,29,15.371547904641702,1,0
5627,50,0,2,2.0,4,4,65,22.0,57,15.373655386537118,2,1
1326,53,0,2,2.0,4,4,54,17.0,50,15.501909696719672,2,1
3148,53,0,1,5.0,4,4,37,28.0,48,15.955576839107596,1,1
4554,50,0,2,1.0,4,4,41,9.0,12,15.555976908243359,1,0
5761,52,0,2,3.0,4,4,12,29.0,23,16.166885910365842,3,0
3025,53,0,3,5.0,5,4,37,29.0,18,15.86320353036178,0,0
5852,13,0,1,5.0,4,0,22,27.0,47,15.76142084987672,2,0
1762,52,0,2,1.0,4,4,0,29.0,30,15.373655386537118,1,2
854,156,0,3,5.0,4,4,37,29.0,28,16.077273760604726,1,0
93,53,0,1,5.0,4,4,41,29.0,3,15.71470354270047,1,3
1729,114,0,2,2.0,4,0,3,28.0,41,14.830741600012107,0,2
4261,50,0,2,2.0,4,4,34,21.0,43,15.789591722875162,1,1
5020,52,0,2,3.0,0,0,7,30.0,21,15.955576839107596,1,1
951,51,0,4,1.0,4,4,56,4.0,57,15.352485513695278,0,1
553,52,0,3,3.0,0,4,37,24.0,1,16.300417291085605,1,0
2184,151,0,4,1.0,4,4,57,29.0,45,15.955576839107596,2,3
1388,157,0,2,1.0,4,4,41,29.0,24,15.501909696719672,1,0
826,51,0,2,2.0,4,4,3,16.0,20,16.012735246411598,1,2
2918,94,0,2,1.0,0,4,34,29.0,28,14.99416586199818,1,0
4377,35,0,3,6.0,4,4,7,29.0,30,16.283610174181653,1,2
4864,52,0,2,2.0,4,4,12,28.0,29,15.687312888712007,1,5
4631,52,0,2,1.0,0,4,14,29.0,57,15.38412668421143,1,0
3220,6,0,2,1.0,4,4,37,27.0,20,15.201805169084134,2,0
723,112,0,2,2.0,4,4,38,14.0,2,15.201805169084134,2,4
1264,54,0,2,1.0,4,4,34,29.0,39,15.424948670398354,0,1
1805,157,0,3,2.0,5,4,0,4.0,40,15.607270193858982,1,0
4534,52,0,2,2.0,4,4,39,25.0,57,15.424948670398354,1,2
4427,160,0,3,5.0,5,4,39,19.0,29,16.811242881518265,1,0
5492,51,0,3,3.0,5,4,1,29.0,1,16.300417291085605,0,0
5433,50,0,1,3.0,4,4,57,19.0,50,15.687312888712007,1,3
2974,52,0,1,1.0,4,4,3,29.0,41,15.86320353036178,0,6
2977,52,0,1,5.0,4,4,10,29.0,53,15.687312888712007,0,4
1077,51,0,2,3.0,4,4,34,21.0,57,15.520258832020865,2,0
3770,6,0,2,2.0,4,4,39,29.0,57,15.607270193858982,2,0
2955,52,0,4,1.0,4,2,57,24.0,0,14.077875591662238,2,6
3148,18,0,2,2.0,3,4,37,30.0,24,15.607270193858982,1,0
565,6,0,2,3.0,4,4,55,29.0,24,15.26242977619469,1,0
3290,155,0,2,1.0,4,0,36,28.0,53,14.731801689838349,2,5
5114,59,0,2,1.0,4,4,22,9.0,30,14.99416586199818,0,1
3276,52,0,2,2.0,4,4,37,17.0,47,15.687312888712007,1,4
2278,55,0,1,3.0,4,4,57,29.0,36,15.687312888712007,1,0
4808,52,0,2,1.0,5,4,12,29.0,23,16.300417291085605,1,1
2693,137,0,3,3.0,5,4,0,29.0,3,15.789591722875162,1,0
2299,143,0,2,2.0,0,4,59,21.0,3,15.501909696719672,2,3
4734,52,0,2,3.0,4,4,39,26.0,29,15.520258832020865,1,4
2790,52,0,1,4.0,0,4,12,29.0,23,16.341239282272525,2,0
288,55,0,2,2.0,0,4,0,29.0,34,15.226497775576945,1,0
3047,52,0,3,5.0,4,4,1,27.0,1,16.52356082573315,2,0
3509,54,0,1,2.0,4,4,50,25.0,28,15.424948670398354,1,0
2634,157,0,4,1.0,4,4,3,20.0,2,15.26242977619469,2,2
3309,68,0,1,5.0,0,4,65,28.0,45,16.705882371415992,2,2
175,50,0,2,5.0,4,4,39,23.0,19,16.454567959008102,2,1
2130,172,0,1,3.0,4,4,57,7.0,23,15.26242977619469,1,1
4413,52,0,2,1.0,4,4,10,17.0,20,16.23587877550359,1,0
4168,30,0,2,1.0,3,0,37,29.0,3,14.597126844177627,0,2
3499,6,0,1,2.0,4,4,55,29.0,28,15.068273812173887,0,0
4372,54,0,3,10.0,4,4,41,29.0,50,16.012735246411598,2,1
1264,160,0,2,1.0,0,4,34,29.0,55,15.456447331256177,2,1
5844,6,0,1,5.0,4,4,28,11.0,50,16.012735246411598,2,1
682,0,0,2,1.0,4,4,12,29.0,28,15.856731016694035,1,0
4185,55,0,3,8.0,4,4,41,29.0,57,16.077273760604726,2,4
854,157,0,3,3.0,0,4,48,29.0,22,15.830413711839864,1,0
21,160,0,2,2.0,4,4,39,29.0,29,16.677711496036597,1,1
1158,52,0,5,2.0,4,4,54,29.0,43,16.195056784687036,1,0
4828,52,0,1,2.0,4,4,39,29.0,29,16.166885910365842,1,6
208,2,0,3,5.0,0,4,0,21.0,50,16.588099342704055,2,2
2957,52,0,2,3.0,4,4,23,29.0,57,15.319588176962746,2,1
1398,3,0,3,2.0,4,4,37,29.0,30,16.759949589762293,1,0
4660,57,0,2,2.0,4,4,42,28.0,47,15.38412668421143,1,1
4532,3,0,1,5.0,4,4,39,22.0,12,16.034714150714915,2,0
4667,11,0,2,1.0,4,4,41,3.0,1,15.363073279446223,1,0
3671,52,0,2,2.0,0,4,0,24.0,55,15.76142084987672,0,3
5449,70,0,1,3.0,4,4,37,29.0,48,15.096444681204078,2,0
1775,160,0,2,2.0,4,4,0,29.0,36,15.250595321348806,1,0
5397,52,0,1,1.0,4,4,9,26.0,57,15.38412668421143,2,0
2635,159,0,2,2.0,0,4,12,27.0,45,15.72505321099685,1,6
3434,52,0,3,2.0,4,4,62,16.0,53,15.76142084987672,1,2
4514,94,0,2,2.0,3,0,40,29.0,12,15.26242977619469,1,0
571,51,0,3,3.0,4,4,2,27.0,3,16.118095750958314,2,1
5690,18,0,2,1.0,4,0,42,25.0,57,15.373655386537118,2,1
306,50,0,2,2.0,3,4,56,20.0,47,15.137266664613225,1,1
66,160,0,2,1.0,4,4,21,29.0,30,15.28922061016117,2,1
4256,57,0,1,5.0,4,4,7,29.0,48,16.077273760604726,1,1
1239,52,0,2,2.0,4,4,26,28.0,22,15.523888599412683,1,2
4532,140,0,2,1.0,5,4,41,3.0,1,15.363073279446223,1,0
4532,51,0,2,2.0,4,4,39,29.0,55,15.687312888712007,0,0
4210,141,0,2,2.0,3,4,42,7.0,30,15.238619133170708,2,4
5239,13,0,2,2.0,3,4,22,29.0,50,14.930652476452392,0,0
1716,20,0,4,1.0,1,0,3,16.0,41,14.914123179965662,2,6
2372,50,0,2,1.0,4,4,12,30.0,21,15.76142084987672,0,1
3576,50,0,2,3.0,4,4,9,29.0,28,15.250595321348806,1,1
4179,50,0,2,1.0,0,4,39,29.0,30,15.319588176962746,1,0
3562,141,0,3,5.0,4,4,4,29.0,36,15.607270193858982,2,0
889,157,0,2,3.0,5,0,12,16.0,20,15.789591722875162,1,0
1687,12,0,4,1.0,4,4,38,26.0,41,15.250595321348806,1,4
3154,55,0,2,2.0,1,4,37,29.0,55,15.319588176962746,2,1
521,38,0,3,3.0,4,4,41,29.0,50,15.38412668421143,2,1
1326,53,0,2,1.0,0,4,54,29.0,41,15.702580358511794,1,0
1698,124,0,2,1.0,5,4,3,23.0,41,15.208035717281975,1,6
1542,52,0,2,1.0,0,4,33,23.0,39,15.35237799261728,0,1
4776,52,0,2,1.0,0,0,42,29.0,4,14.648420115681892,0,0
5527,5,0,1,2.0,4,0,32,25.0,29,15.373655386537118,1,6
310,59,0,2,1.0,4,4,28,29.0,30,14.827111833279051,0,1
3200,26,0,2,2.0,4,4,37,29.0,55,15.226497775576945,2,0
4832,53,0,2,3.0,4,4,0,29.0,22,15.702580358511794,1,0
61,51,0,2,2.0,0,4,57,29.0,30,15.096444681204078,1,0
475,57,0,2,1.0,0,2,12,29.0,23,13.710151153416941,1,0
3474,53,0,4,1.0,4,4,57,15.0,22,15.319588176962746,1,1
1575,160,0,2,3.0,5,0,64,26.0,26,15.485667393650642,2,3
4751,140,0,1,2.0,4,0,41,26.0,24,15.564710586686562,2,1
1385,160,0,2,1.0,4,4,34,29.0,51,14.914123179965662,1,0
4987,50,0,2,3.0,4,4,1,29.0,30,16.012735246411598,1,0
2933,3,0,2,1.0,3,0,65,27.0,3,15.096444681204078,2,1
4220,52,0,2,3.0,4,4,41,28.0,23,15.520258832020865,1,2
2004,18,0,5,5.0,6,0,58,29.0,57,16.677711496036597,1,1
1285,52,0,2,7.0,4,4,7,29.0,23,15.501909696719672,3,0
4785,50,0,2,1.0,0,4,41,21.0,50,15.76142084987672,1,0
2986,18,0,2,1.0,4,4,37,17.0,41,15.341567078850604,2,6
2740,53,0,1,2.0,4,0,41,29.0,47,15.789591722875162,0,4
495,55,0,1,1.0,5,4,45,29.0,1,15.502835194069304,2,0
4532,157,0,2,1.0,4,4,41,3.0,1,15.363073279446223,1,0
3245,119,0,2,1.0,0,4,59,29.0,3,15.43291683846023,1,1
3799,59,0,2,2.0,4,4,12,29.0,23,15.26242977619469,2,0
4532,6,0,2,1.0,0,4,41,27.0,30,14.77102238760702,1,3
1318,52,0,4,1.0,4,6,28,25.0,0,14.508658238524095,1,6
4630,52,0,3,10.0,4,4,40,23.0,29,17.17414835999024,1,2
885,52,0,1,3.0,4,4,36,29.0,50,15.789591722875162,1,1
4622,52,0,3,5.0,4,4,40,28.0,29,16.788485895546543,1,0
4133,160,0,2,1.0,1,4,41,29.0,53,15.38412668421143,0,0
2180,32,0,2,2.0,0,0,57,24.0,30,15.615238362185409,2,1
4597,38,0,2,1.0,1,4,39,20.0,7,14.557448378884015,1,1
1991,52,0,2,3.0,4,4,56,25.0,29,15.72505321099685,1,1
1943,32,0,1,5.0,4,4,29,25.0,29,16.012735246411598,1,1
873,18,0,2,1.0,4,0,37,28.0,55,15.473738825043979,2,3
1125,53,0,2,1.0,3,4,39,29.0,24,15.520258832020865,1,1
4515,63,0,2,2.0,4,4,40,27.0,12,15.564710586686562,1,0
3456,18,0,2,2.0,1,4,28,16.0,30,15.29711532616119,2,1
4901,3,0,1,3.0,4,4,12,21.0,18,16.993564429978885,2,2
3785,32,0,1,2.0,0,4,24,4.0,3,15.894952224644102,1,0
1237,55,0,2,1.0,1,4,35,29.0,50,15.319588176962746,1,0
4348,50,0,2,1.0,4,4,57,29.0,20,15.520258832020865,1,0
4144,157,0,1,1.0,0,4,37,11.0,7,15.687312888712007,0,0
3313,53,0,2,2.0,0,4,12,2.0,23,16.166885910365842,0,0
4539,57,0,2,1.0,4,4,39,24.0,23,15.137266664613225,2,0
3750,101,0,2,1.0,4,4,42,28.0,4,15.0550322463685,1,1
2741,52,0,2,2.0,0,4,33,24.0,39,15.26242977619469,1,0
2130,57,0,1,5.0,4,0,57,29.0,21,15.796512164761882,2,2
553,52,0,3,3.0,0,4,37,24.0,1,16.300417291085605,1,0
5836,52,0,4,1.0,4,4,41,20.0,39,14.626441218624949,1,2
3842,160,0,3,3.0,4,4,4,29.0,36,16.257857680289998,1,0
2870,53,0,3,5.0,4,4,37,27.0,30,16.077273760604726,1,2
2142,53,0,1,2.0,4,4,57,9.0,22,16.677711496036597,1,1
1059,147,0,2,2.0,3,4,52,24.0,30,15.250595321348806,2,1
3498,6,0,2,1.0,4,4,55,28.0,52,14.914123179965662,1,1
5003,32,0,2,1.0,4,4,39,29.0,30,15.687312888712007,1,0
636,52,0,3,3.0,5,4,37,29.0,50,16.929025911619092,1,4
5387,50,0,1,2.0,4,4,0,29.0,24,15.789591722875162,1,0
1739,52,0,4,1.0,0,4,38,29.0,41,15.520258832020865,2,2
1527,47,0,3,5.0,0,4,55,4.0,4,16.300417291085605,2,1
5115,53,0,4,1.0,0,2,56,29.0,41,15.341567078850604,1,4
3608,109,0,1,2.0,1,0,7,29.0,30,15.38412668421143,1,0
4522,157,0,2,3.0,4,4,40,21.0,12,15.607270193858982,2,1
3000,156,0,3,2.0,3,4,9,29.0,30,15.38412668421143,1,0
229,0,0,1,3.0,4,4,0,29.0,28,15.607270193858982,1,0
1696,53,0,2,1.0,4,4,12,18.0,3,15.884901890053227,0,0
4191,26,0,2,1.0,4,4,37,30.0,48,15.830413711839864,2,1
3398,51,0,1,2.0,5,4,28,29.0,30,15.687312888712007,1,0
2573,52,0,2,3.0,5,0,12,15.0,29,16.48273883399067,0,2
1282,42,0,2,1.0,6,0,17,29.0,18,15.501909696719672,0,2
34,52,0,2,1.0,4,4,1,29.0,57,15.373655386537118,1,2
5628,55,0,2,1.0,4,4,19,28.0,30,15.789591722875162,1,1
4455,18,0,2,1.0,3,4,41,24.0,50,15.163583966004193,0,0
419,57,0,2,1.0,1,4,56,29.0,11,15.137266664613225,1,0
531,52,0,3,3.0,4,4,41,20.0,18,15.943742382861155,2,0
538,3,0,1,5.0,4,4,41,26.0,29,16.118095750958314,1,4
4535,103,0,2,2.0,4,4,39,25.0,57,15.424948670398354,1,2
4424,51,0,3,3.0,0,4,37,2.0,24,16.52356082573315,0,5
2963,52,0,3,10.0,4,4,59,26.0,29,16.811242881518265,1,4
1793,52,0,3,5.0,0,0,0,29.0,30,16.341239282272525,1,0
1532,13,0,3,5.0,4,4,28,29.0,30,16.341239282272525,1,5
1587,142,0,2,1.0,4,4,42,29.0,6,15.76142084987672,2,1
4897,52,0,2,3.0,4,4,12,30.0,23,16.663322759412655,0,6
9,160,0,2,2.0,0,4,54,29.0,24,16.166885910365842,1,0
488,124,0,2,1.0,4,4,19,29.0,1,14.585619242623203,1,0
3107,26,0,2,1.0,4,4,39,27.0,30,15.26242977619469,2,0
1739,52,0,4,1.0,0,4,38,29.0,41,15.520258832020865,2,2
3414,157,0,1,3.0,4,4,39,26.0,29,15.955576839107596,1,4
1181,157,0,1,2.0,3,4,9,29.0,28,15.26242977619469,0,0
2883,52,0,4,1.0,4,4,13,3.0,22,16.012735246411598,2,0
3965,42,0,2,1.0,4,0,12,29.0,20,15.38412668421143,1,0
1910,26,0,1,3.0,4,4,12,29.0,38,15.955576839107596,2,0
4798,6,0,2,1.0,4,4,33,13.0,39,15.137266664613225,2,2
4379,50,0,1,2.0,4,0,0,30.0,41,16.012735246411598,1,0
389,52,0,2,1.0,4,4,56,29.0,50,15.38412668421143,1,1
345,50,0,2,2.0,0,4,54,29.0,30,14.914123179965662,1,0
5729,55,0,2,1.0,5,4,32,16.0,41,15.615568995296266,1,1
3167,6,0,2,1.0,4,4,38,26.0,41,15.424948670398354,2,6
1051,114,0,2,2.0,4,4,2,29.0,41,14.77102238760702,1,4
2101,52,0,5,5.0,5,4,57,29.0,30,16.677711496036597,1,0
3206,69,0,2,3.0,4,4,39,29.0,29,15.564710586686562,1,1
21,53,0,2,3.0,0,4,37,10.0,2,16.759949589762293,2,4
3137,26,0,2,2.0,4,4,37,12.0,39,15.687312888712007,1,2
5843,55,0,1,1.0,0,0,28,29.0,57,15.068273812173887,0,0
5184,55,0,2,3.0,3,4,56,28.0,4,15.501909696719672,1,1
4424,53,0,3,15.0,4,4,28,28.0,3,17.034386422832473,0,1
2101,52,0,5,5.0,5,4,57,29.0,30,16.677711496036597,1,0
2319,52,0,2,2.0,4,0,10,21.0,29,15.459350090352403,2,0
2613,52,0,2,1.0,4,0,10,24.0,20,15.327247655301273,1,0
4190,141,0,2,1.0,4,4,41,20.0,4,15.520258832020865,2,3
5791,51,0,2,1.0,4,4,54,29.0,3,15.319588176962746,2,0
1303,52,0,3,8.0,5,4,12,29.0,30,16.929025911619092,1,0
4583,94,0,2,1.0,4,4,39,21.0,40,15.424948670398354,1,0
1764,53,0,2,3.0,4,4,0,22.0,48,15.830413711839864,2,0
1099,52,0,2,2.0,0,4,61,29.0,7,15.424948670398354,0,1
4724,52,0,4,1.0,1,4,41,28.0,12,15.319588176962746,1,0
4471,42,0,2,2.0,0,4,41,29.0,0,15.201805169084134,1,2
5239,52,0,4,1.0,1,4,22,29.0,28,15.250595321348806,1,0
2875,141,0,3,5.0,4,0,24,29.0,30,15.319588176962746,2,1
93,53,0,1,5.0,4,4,41,29.0,3,15.71470354270047,1,3
1235,160,0,1,3.0,0,4,26,28.0,23,15.830413711839864,1,1
3905,52,0,3,8.0,4,4,22,28.0,29,16.785925074816024,1,0
3766,52,0,2,1.0,0,4,12,29.0,50,16.04013421759671,1,0
5377,135,0,1,1.0,0,4,18,29.0,18,15.068273812173887,1,0
3262,53,0,2,1.0,4,4,17,29.0,2,15.72505321099685,0,3
1716,20,0,4,1.0,1,0,3,16.0,41,14.914123179965662,2,6
932,53,0,2,1.0,1,4,9,29.0,28,14.914123179965662,1,0
5162,55,0,2,1.0,4,4,0,29.0,0,15.319588176962746,1,1
4573,57,0,2,2.0,0,4,42,29.0,53,15.250595321348806,1,1
4492,58,0,4,1.0,4,4,41,12.0,47,14.914123179965662,0,1
712,42,0,2,2.0,4,4,38,14.0,2,15.201805169084134,2,4
671,148,0,2,1.0,4,4,37,17.0,29,15.424948670398354,1,2
3691,52,0,2,2.0,5,4,37,20.0,23,16.066802461833923,1,4
4342,50,0,2,3.0,4,4,0,16.0,3,15.319588176962746,2,1
970,52,0,2,2.0,4,0,41,29.0,20,15.607270193858982,2,4
4246,141,0,5,2.0,4,4,26,28.0,29,16.300417291085605,1,5
399,160,0,2,1.0,4,4,56,9.0,12,15.201805169084134,0,1
4979,2,0,2,10.0,0,4,7,29.0,21,16.213405921671733,0,1
4744,58,0,1,2.0,3,4,41,26.0,50,15.573368647930426,1,6
2392,18,0,3,5.0,4,4,10,14.0,47,16.929025911619092,1,5
5609,52,0,2,2.0,0,4,12,7.0,20,15.373655386537118,1,0
1531,103,0,3,5.0,3,4,28,29.0,30,16.52356082573315,2,3
3295,53,0,2,3.0,4,4,21,29.0,50,15.830413711839864,1,1
5356,157,0,3,2.0,0,4,35,29.0,24,15.607270193858982,0,0
2894,52,0,2,2.0,0,4,53,29.0,28,15.520258832020865,2,0
2822,52,0,2,1.0,4,0,29,17.0,18,15.424948670398354,1,4
3496,160,0,2,2.0,0,4,55,29.0,18,15.830413711839864,2,1
5745,53,0,2,2.0,4,4,2,28.0,55,15.373655386537118,2,4
1185,26,0,2,1.0,1,0,9,29.0,28,14.403297778421795,1,0
3242,55,0,2,1.0,4,4,33,3.0,39,15.520258832020865,0,0
1919,52,0,2,1.0,5,4,12,29.0,23,15.830413711839864,1,1
4532,157,0,2,2.0,3,0,41,29.0,18,15.72505321099685,2,0
4477,3,0,2,1.0,1,4,41,29.0,28,15.039286283703994,1,0
5526,58,0,2,3.0,4,4,32,22.0,37,15.520258832020865,1,2
3322,50,0,1,4.0,5,4,12,25.0,29,16.677711496036597,1,0
2365,160,0,2,2.0,3,4,10,27.0,12,15.564710586686562,0,2
2952,18,0,1,2.0,3,4,28,29.0,30,15.72505321099685,2,3
1182,50,0,2,1.0,1,4,9,29.0,30,14.690979711984754,1,0
2147,55,0,3,5.0,4,4,57,29.0,50,16.341239282272525,2,3
3942,106,0,2,1.0,4,0,24,27.0,30,15.456447331256177,1,1
144,18,0,1,2.0,0,4,47,5.0,47,15.648092181712572,2,1
4466,51,0,2,2.0,4,4,41,29.0,50,15.501909696719672,2,3
310,160,0,2,1.0,0,4,56,28.0,50,15.137266664613225,1,1
5288,6,0,2,2.0,4,4,23,28.0,21,15.573368647930426,1,1
717,54,0,2,2.0,4,4,38,14.0,2,15.201805169084134,2,4
3304,172,0,2,1.0,4,4,12,,23,15.520258832020865,2,1
2738,52,0,1,3.0,4,4,41,24.0,40,16.380459992348886,1,4
2634,157,0,4,1.0,4,4,3,20.0,2,15.26242977619469,2,2
3255,51,0,2,12.0,5,4,59,19.0,29,16.733281344102608,1,0
106,52,0,2,3.0,4,4,18,29.0,18,15.424948670398354,1,0
1175,154,0,2,1.0,0,4,37,28.0,29,14.873301199334291,1,5
810,26,0,4,1.0,0,0,41,28.0,43,15.096444681204078,1,1
225,52,0,2,2.0,4,4,0,27.0,29,15.86320353036178,1,4
4031,52,0,2,2.0,5,4,12,29.0,24,16.118095750958314,1,0
5776,52,0,2,1.0,4,4,12,24.0,20,15.894952224644102,2,0
3077,157,0,2,1.0,4,3,33,29.0,39,15.687312888712007,1,1
1257,53,0,4,1.0,4,4,3,21.0,41,15.137266664613225,2,6
2592,53,0,2,5.0,4,4,0,22.0,23,15.894952224644102,2,0
2214,52,0,5,7.0,4,4,37,22.0,28,17.216707972959764,0,1
1386,51,0,2,1.0,4,4,54,29.0,18,15.520258832020865,2,0
358,50,0,2,3.0,0,4,56,,22,15.38412668421143,2,3
1183,160,0,2,2.0,1,4,9,29.0,28,14.88022163978423,0,2
5191,160,0,2,1.0,4,4,56,29.0,18,15.096444681204078,2,0
5326,70,0,2,1.0,4,4,34,28.0,57,14.585619242623203,0,3
91,52,0,2,3.0,3,4,7,29.0,21,15.564710586686562,1,1
3827,52,0,2,1.0,4,4,7,28.0,36,15.325128356110614,0,0
3833,53,0,1,3.0,4,4,7,9.0,12,15.650888268567824,1,1
615,89,0,3,3.0,4,4,41,17.0,47,16.5202219246906,1,4
4901,3,0,1,3.0,4,4,12,21.0,18,16.993564429978885,2,2
4188,50,0,1,2.0,0,4,39,29.0,42,15.520258832020865,1,1
4532,3,0,1,5.0,4,4,39,22.0,12,16.034714150714915,2,0
8,50,0,2,1.0,4,4,12,17.0,20,16.04013421759671,2,1
5162,55,0,2,1.0,4,4,0,29.0,57,15.424948670398354,0,1
1778,13,0,1,3.0,0,4,0,5.0,30,15.501909696719672,1,0
5864,52,0,2,1.0,4,4,12,19.0,23,16.118095750958314,2,2
4874,32,0,5,5.0,5,4,0,29.0,57,16.860033043306743,1,0
109,55,0,1,3.0,5,4,53,12.0,30,16.300417291085605,1,0
3094,55,0,2,2.0,4,4,0,29.0,39,15.373655386537118,1,0
3148,50,0,2,2.0,3,4,37,24.0,1,15.373655386537118,0,0
3842,52,0,3,5.0,5,4,7,29.0,21,16.166885910365842,0,1
3528,52,0,2,1.0,4,4,22,29.0,45,15.520258832020865,2,1
3768,0,0,2,1.0,4,4,39,28.0,18,15.424948670398354,2,2
5190,41,0,2,2.0,3,4,56,2.0,57,14.914123179965662,1,1
4133,50,0,1,5.0,0,4,14,29.0,30,15.607270193858982,1,1
4417,160,0,2,2.0,1,4,41,29.0,3,15.49260730578806,0,0
5864,141,0,2,2.0,4,4,12,29.0,26,15.319588176962746,1,1
3216,160,0,1,2.0,0,4,37,19.0,33,15.473738825043979,1,2
1548,32,0,2,3.0,4,4,61,26.0,12,15.648092181712572,2,0
1423,52,0,2,1.0,0,4,41,5.0,53,15.38412668421143,1,0
3094,145,0,4,1.0,1,0,42,29.0,24,14.99416586199818,1,0
4667,140,0,2,1.0,4,4,41,3.0,1,15.363073279446223,1,0
2534,159,0,2,2.0,4,4,12,27.0,45,15.72505321099685,1,6
1007,18,0,1,5.0,4,4,25,5.0,25,16.48273883399067,2,3
1739,52,0,4,1.0,0,4,38,29.0,41,15.520258832020865,2,2
1350,52,0,4,1.0,1,4,3,16.0,41,14.914123179965662,2,6
529,59,0,3,3.0,4,4,41,28.0,47,16.066802461833923,1,5
434,160,0,2,3.0,0,4,53,29.0,57,16.077273760604726,1,0
